keydevid,companyid,companyname,headline,keydeveventtypeid,eventtype,keydevtoobjectroletypeid,objectroletype,announcedate,announcetime,announcedatetimezone,announceddateutc,enterdate,entertime,entereddateutc,lastmodifieddate,lastmodifieddateutc,mostimportantdateutc,speffectivedate,sptodate,gvkey,sourcetypename,ticker,conm
1933470340.0,32307.0,NVIDIA Corporation,"Tranche Update on NVIDIA Corporation (NasdaqGS:NVDA)'s Equity Buyback Plan announced on May 21, 2007.",231,Buyback Tranche Update,1,Target,2025-02-26,16:49:00,US Eastern Standard Time,2025-02-26 21:49:00,2025-03-04,05:32:00,2025-03-04 10:32:00,2025-03-04 05:32:00,2025-03-04 10:32:00,2025-02-26 21:49:00,2025-03-04 10:45:09,,117768,Capital IQ Buybacks Database,NVDA,NVIDIA CORP
1932626965.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc. Presents at Mobile World Congress Barcelona 2025, Mar-03-2025",51,Company Conference Presentations,1,Target,2025-02-26,18:11:00,                              .,2025-02-26 18:11:00,2025-02-26,18:00:00,2025-02-26 23:00:00,2025-02-27 11:01:00,2025-02-27 16:01:00,2025-03-03 00:00:00,2025-03-03 00:00:00,,064768,MULTIPLE,AMZN,AMAZON.COM INC
1932629619.0,275004592.0,Snowflake Inc.,"Snowflake Inc. Reports Earnings Results for the Fourth Quarter and Full Year Ended January 31, 2025",28,Announcements of Earnings,1,Target,2025-02-26,21:07:00,Coordinated Universal Time,2025-02-26 21:07:00,2025-02-26,19:16:00,2025-02-27 00:16:00,2025-02-27 15:33:00,2025-02-27 20:33:00,2025-02-26 21:07:00,2025-02-27 20:45:12,,339965,S&P Capital IQ Financials Database,SNOW,SNOWFLAKE INC
1932577650.0,27444752.0,"Tesla, Inc.","Tesla, Inc. Presents at Morgan Stanley Technology, Media & Telecom Conference, Mar-03-2025",51,Company Conference Presentations,1,Target,2025-02-26,09:15:00,                              .,2025-02-26 09:15:00,2025-02-26,05:00:00,2025-02-26 10:00:00,2025-02-26 05:03:00,2025-02-26 10:03:00,2025-03-03 00:00:00,2025-03-03 00:00:00,,184996,MULTIPLE,TSLA,TESLA INC
1932455032.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Presents at Morgan Stanley Technology, Media & Telecom Conference, Mar-05-2025 09:15 AM",51,Company Conference Presentations,1,Target,2025-02-25,06:24:00,                              .,2025-02-25 06:24:00,2025-02-25,06:00:00,2025-02-25 11:00:00,2025-02-25 06:03:00,2025-02-25 11:03:00,2025-03-05 17:15:00,2025-03-05 00:00:00,,170617,MULTIPLE,META,META PLATFORMS INC
1932427103.0,223236753.0,Zoom Communications Inc.,"Zoom Communications Inc. Presents at Morgan Stanley Technology, Media & Telecom Conference, Mar-03-2025 12:20 PM",51,Company Conference Presentations,1,Target,2025-02-25,06:24:00,                              .,2025-02-25 06:24:00,2025-02-25,02:00:00,2025-02-25 07:00:00,2025-02-25 02:04:00,2025-02-25 07:04:00,2025-03-03 20:20:00,2025-03-03 00:00:00,,035005,MULTIPLE,ZM,ZOOM COMMUNICATIONS INC
1932455004.0,32012.0,"Netflix, Inc.","Netflix, Inc. Presents at Morgan Stanley Technology, Media & Telecom Conference, Mar-05-2025 01:50 PM",51,Company Conference Presentations,1,Target,2025-02-25,06:24:00,                              .,2025-02-25 06:24:00,2025-02-25,06:00:00,2025-02-25 11:00:00,2025-02-25 06:03:00,2025-02-25 11:03:00,2025-03-05 21:50:00,2025-03-05 00:00:00,,147579,MULTIPLE,NFLX,NETFLIX INC
1932596589.0,32012.0,"Netflix, Inc.",Netflix Cancels Unannounced Game Project with Nitro Games,23,Client Announcements,1,Target,2025-02-25,17:35:00,Coordinated Universal Time,2025-02-25 17:35:00,2025-02-26,06:57:00,2025-02-26 11:57:00,2025-02-26 06:59:00,2025-02-26 11:59:00,2025-02-25 17:35:00,2025-02-26 12:00:19,,147579,Nasdaq OMX,NFLX,NETFLIX INC
1932579107.0,275004592.0,Snowflake Inc.,Gotransverse and Snowflake Partner to Deliver Scalable Billing and Data Solutions for Lumos,23,Client Announcements,1,Target,2025-02-25,15:00:00,Coordinated Universal Time,2025-02-25 15:00:00,2025-02-26,05:27:00,2025-02-26 10:27:00,2025-02-26 05:29:00,2025-02-26 10:29:00,2025-02-25 15:00:00,2025-02-26 10:30:12,,339965,Business Wire,SNOW,SNOWFLAKE INC
1932493302.0,21835.0,Microsoft Corporation,Veeam Expands Partnership with Microsoft to Build New AI-Powered Solutions to Improve Customers’ Data Resilience,23,Client Announcements,1,Target,2025-02-25,14:10:00,Coordinated Universal Time,2025-02-25 14:10:00,2025-02-25,12:55:00,2025-02-25 17:55:00,2025-02-25 12:57:00,2025-02-25 17:57:00,2025-02-25 14:10:00,2025-02-25 18:00:20,,012141,Business Wire,MSFT,MICROSOFT CORP
1932427048.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at Morgan Stanley Technology, Media & Telecom Conference, Mar-04-2025 08:30 AM",51,Company Conference Presentations,1,Target,2025-02-25,06:24:00,                              .,2025-02-25 06:24:00,2025-02-25,02:00:00,2025-02-25 07:00:00,2025-02-25 02:04:00,2025-02-25 07:04:00,2025-03-04 16:30:00,2025-03-04 00:00:00,,012141,MULTIPLE,MSFT,MICROSOFT CORP
1932496814.0,21835.0,Microsoft Corporation,"Veeam Software, Inc. announced that it has received funding from Microsoft Corporation",83,Private Placements,3,Buyer,2025-02-25,00:00:00,                              .,2025-02-25 00:00:00,2025-02-25,14:51:00,2025-02-25 19:51:00,2025-02-25 14:52:00,2025-02-25 19:52:00,2025-02-25 00:00:00,2025-02-25 20:00:18,,012141,Capital IQ Transaction Database,MSFT,MICROSOFT CORP
1932455006.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at Morgan Stanley Technology, Media & Telecom Conference, Mar-05-2025 12:20 PM",51,Company Conference Presentations,1,Target,2025-02-25,06:24:00,                              .,2025-02-25 06:24:00,2025-02-25,06:00:00,2025-02-25 11:00:00,2025-02-25 06:03:00,2025-02-25 11:03:00,2025-03-05 20:20:00,2025-03-05 00:00:00,,117768,MULTIPLE,NVDA,NVIDIA CORP
1932470411.0,32307.0,NVIDIA Corporation,Cisco Expands Partnership with NVIDIA to Accelerate AI Adoption in the Enterprise,23,Client Announcements,1,Target,2025-02-25,13:00:00,Coordinated Universal Time,2025-02-25 13:00:00,2025-02-25,08:48:00,2025-02-25 13:48:00,2025-02-25 08:49:00,2025-02-25 13:49:00,2025-02-25 13:00:00,2025-02-25 14:00:21,,117768,PR Newswire,NVDA,NVIDIA CORP
1932444738.0,32307.0,NVIDIA Corporation,"SynaXG and Kyocera Implement Software-Defined, mmWave 5G vRAN on the NVIDIA AI Aerial Platform",23,Client Announcements,1,Target,2025-02-25,05:01:00,Coordinated Universal Time,2025-02-25 05:01:00,2025-02-25,03:55:00,2025-02-25 08:55:00,2025-02-25 03:57:00,2025-02-25 08:57:00,2025-02-25 05:01:00,2025-02-25 09:00:17,,117768,PR Newswire,NVDA,NVIDIA CORP
1932495881.0,25016048.0,Broadcom Inc.,Broadcom Extends PCIe Industry Leadership with End-to-End Gen 6 Portfolio for AI Infrastructure,41,Product-Related Announcements,1,Target,2025-02-25,14:00:00,Coordinated Universal Time,2025-02-25 14:00:00,2025-02-25,14:13:00,2025-02-25 19:13:00,2025-02-25 14:15:00,2025-02-25 19:15:00,2025-02-25 14:00:00,2025-02-25 19:30:11,,180711,GlobeNewswire,AVGO,BROADCOM INC
1932492090.0,84159238.0,Shopify Inc.,"Simon, Shopify and Leap Collaborate to Deliver the Ultimate Omnichannel Experience Empowering Brands Like Ring Concierge to Expand Their Footprint",22,Strategic Alliances,1,Target,2025-02-25,16:41:00,Coordinated Universal Time,2025-02-25 16:41:00,2025-02-25,12:15:00,2025-02-25 17:15:00,2025-02-25 12:17:00,2025-02-25 17:17:00,2025-02-25 16:41:00,2025-02-25 17:30:11,,023650,PR Newswire,SHOP,SHOPIFY INC
1932455043.0,84159238.0,Shopify Inc.,"Shopify Inc. Presents at Morgan Stanley Technology, Media & Telecom Conference, Mar-05-2025 11:30 AM",51,Company Conference Presentations,1,Target,2025-02-25,06:24:00,                              .,2025-02-25 06:24:00,2025-02-25,06:00:00,2025-02-25 11:00:00,2025-02-25 06:03:00,2025-02-25 11:03:00,2025-03-05 19:30:00,2025-03-05 00:00:00,,023650,MULTIPLE,SHOP,SHOPIFY INC
1932354602.0,21835.0,Microsoft Corporation,Matrix Solutions Joins Microsoft's ISV Success Program,23,Client Announcements,1,Target,2025-02-24,14:00:00,Coordinated Universal Time,2025-02-24 14:00:00,2025-02-24,12:09:00,2025-02-24 17:09:00,2025-02-24 12:11:00,2025-02-24 17:11:00,2025-02-24 14:00:00,2025-02-24 17:15:12,,012141,PR Newswire,MSFT,MICROSOFT CORP
1932372940.0,21835.0,Microsoft Corporation,Southern States Material Handling Partners with Kanerika to Drive Data-Driven Innovation with Microsoft Fabric and Power BI,23,Client Announcements,1,Target,2025-02-24,15:00:00,Coordinated Universal Time,2025-02-24 15:00:00,2025-02-24,18:52:00,2025-02-24 23:52:00,2025-02-24 18:55:00,2025-02-24 23:55:00,2025-02-24 15:00:00,2025-02-25 00:00:21,,012141,PR Newswire,MSFT,MICROSOFT CORP
1932335597.0,24937.0,Apple Inc.,Bharti Airtel and Apple Enter into A Strategic Partnership to Bring the Highly Acclaimed Apple TV+ Streaming Services and Apple Music to Airtel Customers,23,Client Announcements,1,Target,2025-02-24,05:30:00,Coordinated Universal Time,2025-02-24 05:30:00,2025-02-24,06:17:00,2025-02-24 11:17:00,2025-02-24 06:19:00,2025-02-24 11:19:00,2025-02-24 05:30:00,2025-02-24 11:30:12,,001690,BSE India,AAPL,APPLE INC
1932360294.0,21127.0,Intel Corporation,Intel Unveils Leadership AI and Networking Solutions with Xeon 6 Processors,41,Product-Related Announcements,1,Target,2025-02-24,16:00:00,Coordinated Universal Time,2025-02-24 16:00:00,2025-02-24,13:33:00,2025-02-24 18:33:00,2025-02-24 13:35:00,2025-02-24 18:35:00,2025-02-24 16:00:00,2025-02-24 18:45:11,,006008,Business Wire,INTC,INTEL CORP
1932494557.0,223236753.0,Zoom Communications Inc.,"Tranche Update on Zoom Communications Inc. (NasdaqGS:ZM)'s Equity Buyback Plan announced on February 26, 2024.",231,Buyback Tranche Update,1,Target,2025-02-24,16:05:00,US Eastern Standard Time,2025-02-24 21:05:00,2025-02-25,13:32:00,2025-02-25 18:32:00,2025-02-25 13:32:00,2025-02-25 18:32:00,2025-02-24 21:05:00,2025-02-25 18:45:08,,035005,Capital IQ Buybacks Database,ZM,ZOOM COMMUNICATIONS INC
1932368929.0,18749.0,"Amazon.com, Inc.",Negotiations At Amazon's Unionized Warehouse in Laval Go to Arbitrator,44,Labor-related Announcements,1,Target,2025-02-24,19:20:00,Coordinated Universal Time,2025-02-24 19:20:00,2025-02-24,17:19:00,2025-02-24 22:19:00,2025-02-24 17:21:00,2025-02-24 22:21:00,2025-02-24 19:20:00,2025-02-24 22:30:16,,064768,Canada News Wire,AMZN,AMAZON.COM INC
1932374047.0,223236753.0,Zoom Communications Inc.,"Zoom Communications Inc. Reports Earnings Results for the Fourth Quarter and Full Year Ended January 31, 2025",28,Announcements of Earnings,1,Target,2025-02-24,21:05:00,                              .,2025-02-24 21:05:00,2025-02-24,19:02:00,2025-02-25 00:02:00,2025-02-24 19:03:00,2025-02-25 00:03:00,2025-02-24 21:05:00,2025-02-25 00:15:11,2025-02-25 01:15:10,035005,S&P Capital IQ Financials Database,ZM,ZOOM COMMUNICATIONS INC
1932338096.0,24937.0,Apple Inc.,Apple Inc. Announces Opening A New Manufacturing Facility in Houston,31,Business Expansions,1,Target,2025-02-24,11:00:00,Coordinated Universal Time,2025-02-24 11:00:00,2025-02-24,06:30:00,2025-02-24 11:30:00,2025-02-24 06:31:00,2025-02-24 11:31:00,2025-02-24 11:00:00,2025-02-24 11:45:12,,001690,Business Wire,AAPL,APPLE INC
1932436977.0,223236753.0,Zoom Communications Inc.,Zoom Communications Inc. Provides Earnings Guidance for the First Quarter 2026 and Full Year Fiscal 2026,29,Corporate Guidance - New/Confirmed,1,Target,2025-02-24,21:05:00,Coordinated Universal Time,2025-02-24 21:05:00,2025-02-25,02:31:00,2025-02-25 07:31:00,2025-02-25 02:33:00,2025-02-25 07:33:00,2025-02-24 21:05:00,2025-02-25 07:45:12,,035005,SEC Form 8k,ZM,ZOOM COMMUNICATIONS INC
1932350491.0,32307.0,NVIDIA Corporation,"Couchbase, Inc. Announces Capella to Accelerate Agentic AI Application Development with NVIDIA AI",23,Client Announcements,1,Target,2025-02-24,14:00:00,Coordinated Universal Time,2025-02-24 14:00:00,2025-02-24,09:41:00,2025-02-24 14:41:00,2025-02-24 09:43:00,2025-02-24 14:43:00,2025-02-24 14:00:00,2025-02-24 14:45:12,,117768,PR Newswire,NVDA,NVIDIA CORP
1932968876.0,32307.0,NVIDIA Corporation,Foresight Autonomous Holdings Ltd. Announces the Integration of Nvidia Jetson Orin into Its Perception Technologies,23,Client Announcements,1,Target,2025-02-24,13:35:00,Coordinated Universal Time,2025-02-24 13:35:00,2025-03-01,01:07:00,2025-03-01 06:07:00,2025-03-01 01:09:00,2025-03-01 06:09:00,2025-02-24 13:35:00,2025-03-01 06:15:10,,117768,SEC Form 6k,NVDA,NVIDIA CORP
1932374047.0,223236753.0,Zoom Communications Inc.,"Zoom Communications Inc. Reports Earnings Results for the Fourth Quarter and Full Year Ended January 31, 2025",28,Announcements of Earnings,1,Target,2025-02-24,21:05:00,Coordinated Universal Time,2025-02-24 21:05:00,2025-02-24,19:02:00,2025-02-25 00:02:00,2025-02-24 20:03:00,2025-02-25 01:03:00,2025-02-24 21:05:00,2025-02-25 01:15:11,,035005,S&P Capital IQ Financials Database,ZM,ZOOM COMMUNICATIONS INC
1932337673.0,168864.0,"Advanced Micro Devices, Inc.",Kalyani Powertrain Collaborates with Amd (Advanced Micro Devices) to Enter the Indian Server Market,23,Client Announcements,1,Target,2025-02-24,08:51:00,Coordinated Universal Time,2025-02-24 08:51:00,2025-02-24,06:15:00,2025-02-24 11:15:00,2025-02-24 06:17:00,2025-02-24 11:17:00,2025-02-24 08:51:00,2025-02-24 11:30:12,,001161,NSE India,AMD,ADVANCED MICRO DEVICES
1932350458.0,122917.0,"Salesforce, Inc.","Salesforce and Google Bring Gemini to Agentforce, Enable More Customer Choice in Major Partnership Expansion",23,Client Announcements,1,Target,2025-02-24,14:00:00,Coordinated Universal Time,2025-02-24 14:00:00,2025-02-24,09:50:00,2025-02-24 14:50:00,2025-02-24 09:53:00,2025-02-24 14:53:00,2025-02-24 14:00:00,2025-02-24 15:00:20,,157855,Business Wire,CRM,SALESFORCE INC
1932354313.0,32307.0,NVIDIA Corporation,Southern California Edison Company Announces the Integration of NVIDIA Jetson Orin into Its Perception Technologies,23,Client Announcements,1,Target,2025-02-24,13:25:00,Coordinated Universal Time,2025-02-24 13:25:00,2025-02-24,11:40:00,2025-02-24 16:40:00,2025-02-24 11:41:00,2025-02-24 16:41:00,2025-02-24 13:25:00,2025-02-24 16:45:13,,117768,GlobeNewswire,NVDA,NVIDIA CORP
1932362849.0,21127.0,Intel Corporation,Wind River Supports Intel Xeon 6 Processors Designed to Power Advanced AI for the Most Demanding Cloud and Edge Environments,23,Client Announcements,1,Target,2025-02-24,16:15:00,Coordinated Universal Time,2025-02-24 16:15:00,2025-02-24,13:56:00,2025-02-24 18:56:00,2025-02-24 13:57:00,2025-02-24 18:57:00,2025-02-24 16:15:00,2025-02-24 19:00:18,,006008,Business Wire,INTC,INTEL CORP
1932254242.0,168864.0,"Advanced Micro Devices, Inc.",AMD Reportedly Discusses Server Plant Sale for Up to $4 Billion,65,M&A Rumors and Discussions,1,Target,2025-02-22,20:46:00,                              .,2025-02-22 20:46:00,2025-02-22,19:49:00,2025-02-23 00:49:00,2025-02-22 19:51:00,2025-02-23 00:51:00,2025-02-22 20:46:00,2025-02-23 01:00:22,,001161,Bloomberg News,AMD,ADVANCED MICRO DEVICES
1932100631.0,27444752.0,"Tesla, Inc.",Elon Musk Rejects Reports of Tesla Investing in Nissan,65,M&A Rumors and Discussions,1,Target,2025-02-21,15:09:00,Coordinated Universal Time,2025-02-21 15:09:00,2025-02-21,22:44:00,2025-02-22 03:44:00,2025-02-21 22:45:00,2025-02-22 03:45:00,2025-02-21 15:09:00,2025-02-22 05:00:37,,184996,Economic Times,TSLA,TESLA INC
1932154562.0,33493.0,QUALCOMM Incorporated,As You Sow Submits a Shareholder Proposal to QUALCOMM Incorporated,156,Investor Activism - Proposal Related,1,Target,2025-02-21,16:26:00,US Eastern Standard Time,2025-02-21 21:26:00,2025-02-21,16:58:00,2025-02-21 21:58:00,2025-02-21 16:58:00,2025-02-21 21:58:00,2025-02-21 21:26:00,2025-02-21 22:00:27,,024800,Other,QCOM,QUALCOMM INC
1932071291.0,27444752.0,"Tesla, Inc.",Japan Reportedly Turns to Elon Musk's Tesla to Secure Nissan's Future After Honda Deal Collapse,65,M&A Rumors and Discussions,1,Target,2025-02-21,07:29:00,Coordinated Universal Time,2025-02-21 07:29:00,2025-02-21,08:49:00,2025-02-21 13:49:00,2025-02-21 08:51:00,2025-02-21 13:51:00,2025-02-21 07:29:00,2025-02-21 14:00:18,,184996,Mint,TSLA,TESLA INC
1932072065.0,275004592.0,Snowflake Inc.,PathFactory Launches Zero Copy Integration on Snowflake AI Data Cloud,23,Client Announcements,1,Target,2025-02-20,15:00:00,Coordinated Universal Time,2025-02-20 15:00:00,2025-02-21,06:37:00,2025-02-21 11:37:00,2025-02-21 06:39:00,2025-02-21 11:39:00,2025-02-20 15:00:00,2025-02-21 11:45:10,,339965,PR Newswire,SNOW,SNOWFLAKE INC
1932456108.0,122917.0,"Salesforce, Inc.","TCS Partners with Salesforce to Unlock the Power of AI for Manufacturers, Semiconductor Suppliers",23,Client Announcements,1,Target,2025-02-20,05:30:00,Coordinated Universal Time,2025-02-20 05:30:00,2025-02-25,06:29:00,2025-02-25 11:29:00,2025-02-25 06:31:00,2025-02-25 11:31:00,2025-02-20 05:30:00,2025-02-25 11:45:13,,157855,NSE India,CRM,SALESFORCE INC
1931942750.0,32307.0,NVIDIA Corporation,"Together Computer, Inc. announced that it has received $305 million in funding from a group of investors",83,Private Placements,3,Buyer,2025-02-20,00:00:00,                              .,2025-02-20 00:00:00,2025-02-20,13:53:00,2025-02-20 18:53:00,2025-02-20 14:05:00,2025-02-20 19:05:00,2025-02-20 00:00:00,2025-02-20 19:15:10,2025-02-20 19:30:13,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1931942750.0,32307.0,NVIDIA Corporation,"Together Computer, Inc. announced that it has received $305 million in funding from a group of investors",83,Private Placements,3,Buyer,2025-02-20,00:00:00,                              .,2025-02-20 00:00:00,2025-02-20,13:53:00,2025-02-20 18:53:00,2025-02-26 08:26:00,2025-02-26 13:26:00,2025-02-20 00:00:00,2025-02-26 13:30:16,,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1931942750.0,32307.0,NVIDIA Corporation,"Together Computer, Inc. announced that it has received $305 million in funding from a group of investors",83,Private Placements,3,Buyer,2025-02-20,00:00:00,                              .,2025-02-20 00:00:00,2025-02-20,13:53:00,2025-02-20 18:53:00,2025-02-24 04:04:00,2025-02-24 09:04:00,2025-02-20 00:00:00,2025-02-24 09:15:11,2025-02-26 13:30:15,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1932456170.0,18749.0,"Amazon.com, Inc.",Tata Power Partners with Amazon Web Services to Drive Smart & Consumer-Centric Energy Transition in India,23,Client Announcements,1,Target,2025-02-20,06:42:00,Coordinated Universal Time,2025-02-20 06:42:00,2025-02-25,06:28:00,2025-02-25 11:28:00,2025-02-25 06:31:00,2025-02-25 11:31:00,2025-02-20 06:42:00,2025-02-25 11:45:13,,064768,NSE India,AMZN,AMAZON.COM INC
1931940054.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc. Announces Buy with Prime to Expand with Upcoming Adidas Online and In-App Launch",23,Client Announcements,1,Target,2025-02-20,14:00:00,Coordinated Universal Time,2025-02-20 14:00:00,2025-02-20,12:45:00,2025-02-20 17:45:00,2025-02-20 12:47:00,2025-02-20 17:47:00,2025-02-20 14:00:00,2025-02-20 18:00:19,,064768,Business Wire,AMZN,AMAZON.COM INC
1931942750.0,32307.0,NVIDIA Corporation,"Together Computer, Inc. announced that it has received $305 million in funding from a group of investors",83,Private Placements,3,Buyer,2025-02-20,00:00:00,                              .,2025-02-20 00:00:00,2025-02-20,13:53:00,2025-02-20 18:53:00,2025-02-20 13:54:00,2025-02-20 18:54:00,2025-02-20 00:00:00,2025-02-20 19:00:19,2025-02-20 19:15:09,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1932240033.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Continue to Sublease the Space Directly from Aventis",31,Business Expansions,1,Target,2025-02-20,21:35:00,Coordinated Universal Time,2025-02-20 21:35:00,2025-02-22,05:59:00,2025-02-22 10:59:00,2025-02-22 06:01:00,2025-02-22 11:01:00,2025-02-20 21:35:00,2025-02-22 11:15:09,,170617,SEC Form 8k,META,META PLATFORMS INC
1931943072.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at Making an Impact Summit, Mar-07-2025 02:00 PM",51,Company Conference Presentations,1,Target,2025-02-20,15:17:00,Coordinated Universal Time,2025-02-20 15:17:00,2025-02-20,14:00:00,2025-02-20 19:00:00,2025-02-20 14:04:00,2025-02-20 19:04:00,2025-03-07 19:00:00,2025-03-07 00:00:00,,012141,Business Wire,MSFT,MICROSOFT CORP
1931942750.0,32307.0,NVIDIA Corporation,"Together Computer, Inc. announced that it has received $305 million in funding from a group of investors",83,Private Placements,3,Buyer,2025-02-20,00:00:00,                              .,2025-02-20 00:00:00,2025-02-20,13:53:00,2025-02-20 18:53:00,2025-02-20 14:16:00,2025-02-20 19:16:00,2025-02-20 00:00:00,2025-02-20 19:30:14,2025-02-24 09:15:10,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1931939810.0,84159238.0,Shopify Inc.,Affirm and Shopify Take Multi-Year Partnership Global,23,Client Announcements,1,Target,2025-02-20,14:00:00,Coordinated Universal Time,2025-02-20 14:00:00,2025-02-20,12:33:00,2025-02-20 17:33:00,2025-02-20 12:35:00,2025-02-20 17:35:00,2025-02-20 14:00:00,2025-02-20 17:45:07,,023650,Business Wire,SHOP,SHOPIFY INC
